bodyId,type,instance
980737209,FB5S,FB5S_R
980978890,CRE061,CRE061_R
980982986,CRE061,CRE061_R
981000564,DNp42,DNp42_R
981194127,AVLP083,AVLP083_R
981215328,SLP041,SLP041_R
981306568,AOTU039,AOTU039_R
981306774,AOTU038,AOTU038_R
981319733,CL270,CL270_R
981333558,CL279,CL279_R
981362334,FB2G_a,FB2G_a_R
981547981,LHAD1i2_b,LHAD1i2_b_R
981583545,PLP183,PLP183_R
981583738,AVLP220,AVLP220_R
981627104,AVLP312,AVLP312_R
981924087,AVLP168,AVLP168_R
981967586,AVLP167_a,AVLP167_a_R
981976338,AVLP312,AVLP312_R
982006826,,(pIP5d)
982011040,,(pIP5d)
982070626,FS1B,FS1B(FQ9)_C7_L
982252540,AVLP002,AVLP002_R
982343007,AVLP248,AVLP248_R
982389963,LAL066,LAL066_R
982540894,CRE090,CRE090(PDM13)_L
982601521,,
982650059,,
982674678,,aSP8-like(ADL01)_L?
982674745,aSP8,aSP8(aSP8a)_R
982684071,AVLP248,AVLP248_R
982684196,CL341,CL341_R
982688871,AOTU062,AOTU062_R
982968977,AVLP163,AVLP163_R
982982098,CL266_b,CL266_b_R
982994156,AOTU056,AOTU056_R
983007405,SLP226,SLP226_R
983025411,,
983042740,LAL061,LAL061_R
983067799,FS1A,FS1A(FQ9)_C3_L
983093876,FS1A,FS1A(FQ9)_C8_L
983296591,AVLP144,AVLP144_R
983362172,AVLP009,AVLP009_R
983425901,PLP042_a,PLP042_a_R
983426636,FS1A,FS1A(FQ9)_C6_L
983430664,FS1A,FS1A(FQ9)_C3_R
983646563,CL363,CL363(SCB046)_R
983663810,AVLP051,AVLP051_R
983759126,PAM12,PAM12(y3)_R
983767417,LAL175,LAL175_R
983767602,FS1B,FS1B(FQ9)_C2_L
983905050,CRE089,CRE089(PDM13)_L
984008765,AOTU056,AOTU056_R
984018803,MC64,MC64
984030630,DNp34,DNp34(PVM01)_L
984405805,KCab-m,KCab-m_R
984440810,LAL062,LAL062_R
984449267,CRE056,CRE056_R
984536209,LAL100,LAL100_R
984540390,CRE059,CRE059(AVM13)_L
984746802,KCab-m,KCab-m_R
984794932,CRE068,CRE068_R
984799284,CRE060,CRE060_R
984833702,,(MBDLaxon1)
985005781,MC61,MC61
985036637,LC10,LC10
985131499,MBON22,MBON22(calyx)(PVL06)_L
985347040,LC10,LC10
985347061,LC10,LC10
985369220,LC10,LC10
985377724,LC10,LC10
985386679,LC10,LC10
985429128,KCab-m,KCab-m_R
985472994,LAL198,LAL198(PVM14)_L
985710145,LC10,LC10
985714517,LC10,LC10
985722546,LC10,LC10
985722839,LC10,LC10
985731781,LC10,LC10
985805061,CRE065,CRE065_R
985813153,MBON21,MBON21(y4y5)(PVL06)_L
985826737,LAL185,LAL185_R
985835016,CRE101,CRE101_R
986059699,LC10,LC10
986059778,LC10,LC10
986063833,LC10,LC10
986089634,AOTU003,AOTU003_R
986098785,AOTU008_a,AOTU008_a_R
986396100,LC10,LC10
986396204,LC10,LC10
986404884,LC10,LC10
986422220,LC10,LC10
986758977,LC10,LC10
986759122,LC10,LC10
986763451,LC10,LC10
986763734,LC10,LC10
986767293,LC10,LC10
986793149,KCa'b'-ap2,KCa'b'-ap2_R
986828383,PAM13,PAM13(B'1ap)_R
986974738,CRE010,CRE010(ADM03)_L
987091864,LC10,LC10
987104744,LC10,LC10
987116716,LC10,LC10
987117151,LAL010,LAL010_R
987273073,,(PVL05)_L
987419139,LC10,LC10
987419574,LC10,LC10
987419663,LC10,LC10
987424042,LC10,LC10
987424258,LC10,LC10
987759904,TuTuB_b,TuTuB_b(ADL19)_L
987877232,FB4K,FB4K_L
987997896,PAM13,PAM13(B'1ap)_L
988269593,FB4E,FB4E_L
988567837,FB4G,FB4G_R
988632865,VES045,VES045(PDM13)_L
988852391,PAM08_a,PAM08_a(y4)_R
988909130,FB5V,FB5V_R
989228019,FB5V,FB5V_R
1001453586,KCa'b'-ap1,KCa'b'-ap1_R
1002360103,AVLP464,AVLP464_R
1002507131,PEN_a(PEN1),PEN_a(PB06a)_R7
1002507159,EPG,EPG(PB08)_R7
1002507170,PFL1,PFL1(PB12a)_R7_C1
1002658094,FR2,FR2(FQ4)_C7_L_small
1002848124,PFNd,PFNd(PB04)_R7_C3
1002848661,PEG,PEG(PB07)_R7
1002852791,EPG,EPG(PB08)_R7
1002861071,PS148,PS148_R
1002999221,PFR_b,PFR_b(PB11b)_L6_C7
1003094304,CL147,CL147_R
1003215282,CL229,CL229_R
1003215591,IB035,IB035_R
1003249888,hDeltaK,hDeltaK_07_C6a
1003318634,PFNd,PFNd(PB04)_L7_C7
1003474104,KCa'b'-ap1,KCa'b'-ap1_R
1003474283,KCg-m,KCg-m_R
1003478461,KCg-m,KCg-m_R
1003564889,hDeltaK,hDeltaK_05_C5
1003659491,,(PDM19)_L
1003659595,PFNp_b,PFNp_b(PB01b)_L7_C6
1003672766,PFL1,PFL1(PB12a)_L7_C9
1003672833,IbSpsP,IbSpsP(PB17)_L6/7
1003837184,KCg-d,KCg-d_R
1004014587,PEG,PEG(PB07)_L7
1004017998,EPG,EPG(PB08)_L7
1004018344,P6-8P9,P6-8P9(PB14)_L
1004086995,PLP081,PLP081_R
1004126566,,
1004337514,,(PDM19)_L
1004450322,PLP135,PLP135_R
1004514584,KCg-d,KCg-d_R
1004514714,KCg-d,KCg-d_R
1004527604,KCg-m,KCg-m_R
1004527691,KCg-m,KCg-m_R
1004527700,KCg-m,KCg-m_R
1004700437,PFL3,PFL3(PB12c)_L7_C9
1004764922,,
1004804445,PLP027,PLP027_R
1004808851,,
1004812897,,
1005102825,SLP334,SLP334_R
1005110376,LC28b,LC28b
1005119041,LHPV5m1,LHPV5m1_R
1005149651,PLP096,PLP096_R
1005174931,PLP127,PLP127_R
1005174948,aMe9,aMe9
1005174975,PLP117,PLP117_R
1005179264,KCg-m,KCg-m_R
1005179377,KCg-d,KCg-d_R
1005196784,LAL202,LAL202(SCB050)_R
1005252630,IB046,IB046_R
1005261219,hDeltaL,hDeltaL_05_C5
1005261469,PFR_b,PFR_b(PB11b)_R3_C6
1005308608,EL,EL(EQ5)_L
1005490210,WEDPN6A,WEDPN6A_R
1005499520,PLP044,PLP044_R
1005602221,PLP071,PLP071_R
1005611449,ATL028,ATL028(PDM13)_L
1005611902,LAL150,LAL150_R
1005624122,SAD078,SAD078_R
1005710800,ExR7,ExR7(ring)_L
1005857944,PLP031,PLP031_R
1005857954,LC36,LC36_R
1005858013,LC36,LC36_R
1005951899,PS206,PS206_R
1005952640,IB058,IB058_R
1005953129,IB008,IB008_R
1006142645,LHAV2b1,LHAV2b1_R
1006146837,LHPV1d1,LHPV1d1_R
1006160722,LHPV3b1_a,LHPV3b1_a_R
1006199303,LC28a,LC28a
1006233268,IB055,IB055_R
1006233768,CL298,CL298_R
1006258344,VM5d_adPN,VM5d_adPN_R
1006366928,PS166,PS166(PDM28)_L
1006531350,,(PLBDL10)_R
1006535847,,(PLBDL10)_R
1006560977,PLP115_a,PLP115_a_R
1006616862,,(PDM16)_L
1006716334,IB045,IB045_R
1006854683,WEDPN3,WEDPN3_R
1006859972,CL101,CL101_R
1006871540,PLP185,PLP185_R
1006876508,PLP013,PLP013_R
1006928515,CL300,CL300_R
1006967204,IB008,IB008(AVL05)_L
1006984280,DNp31,DNp31_R
1007053092,CL223,CL223_R
1007087260,,(PDM09)_L
1007252570,CL090_c,CL090_c_R
1007256095,CL299_a,CL299_a_R
1007256476,PLP253,PLP253(SCB055)_R
1007260806,CL301,CL301_R
1007402766,PS120,PS120_R
1007402796,PS119,PS119_R
1007550646,PVLP104,PVLP104_R
1007550653,AVLP584,AVLP584_L
1007576087,LT79,LT79_R
1007606149,,(PDM16)_L
1007606593,PS096_c,PS096_c_R
1007640554,IB042,IB042_R
1007882308,LHPV2c2,LHPV2c2_R
1007890985,PLP086,PLP086_R
1007891891,LC44,LC44_R
1007895015,IB065,IB065_R
1007895206,AVLP584,AVLP584_L
1007964729,PS122,PS122(PDM16)_L
1007981340,CL183,CL183_R
1008024276,FB5N,FB5N_R
1008028537,PFL3,PFL3(PB12c)_R3_C5
1008037566,FB5U,FB5U_L
1008041810,vDeltaG,vDeltaG_C5
1008041892,hDeltaJ,hDeltaJ_01_C1b
1008041969,PFR_a,PFR_a(PB11a)_L5_C5
1008102479,,(PVM01)_L
1008253493,PLP125,PLP125_R
1008292492,PS111,PS111_R
1008369339,FS1B,FS1B(FQ9)_C6_R
1008369709,hDeltaJ,hDeltaJ_14_C12a
1008369816,FB6V,FB6V_L
1008378448,FB4Y,FB4Y(EB/NO1)_R
1008378609,FB5Y,FB5Y_R
1008391068,FC2B,FC2B(FQ7)_C6_L
1008395737,FC3,FC3(FQ8)_C6_R
1008399765,VES076,VES076(PVM02)_L
1008400018,,
1008581625,AVLP587,AVLP587_L
1008595027,AVLP588,AVLP588_L
1008620177,CL049,CL049_R
1008663678,IB038,IB038_R
1008663864,AOTU008_a,AOTU008_a_R
1008680614,SMP066,SMP066_R
1008693462,FC2C,FC2C(FQ7)_C4_R
1008693605,FC2C,FC2C(FQ7)_C7_L
1008714834,FC3,FC3(FQ8)_C5_L
1008714991,FC3,FC3(FQ8)_C5_L
1008727784,FC3,FC3(FQ8)_C6_L
1008759880,IB114,IB114(SCB001)_L
1008926553,AVLP149,AVLP149_R
1008926596,,(LWF7)_R
1008952891,CL345,CL345(PVM10)_R
1008966615,CL300,CL300_R
1008970563,CL301,CL301_R
1009004209,AOTU008_a,AOTU008_a_R
1009030186,vDeltaE,vDeltaE_C4
1009030250,vDeltaF,vDeltaF_C4
1009038430,FS2,FS2(FQ10)_C4_R
1009038739,FC3,FC3(FQ8)_C4_R
1009043211,hDeltaK,hDeltaK_13_C11
1009051653,vDeltaE,vDeltaE_C5
1009068880,FB6T,FB6T_L
1009130464,CL227,CL227_R
1009311804,PS182,PS182_R
1009315757,,(PDM16)_L
1009371416,hDeltaC,hDeltaC_13_C11
1009371529,hDeltaL,hDeltaL_12_C10
1009371535,FC2B,FC2B(FQ7)_C3_L
1009375310,FB7H,FB7H_R
1009375497,FC2B,FC2B(FQ7)_C4_R
1009375668,FS2,FS2(FQ10)_C4_R
1009409823,hDeltaC,hDeltaC_10_C8
1009475172,PLP229,PLP229(PVM03)_L
1009578838,SMP560,SMP560_R
1009600421,AVLP066,AVLP066_R
1009647986,PLP218,PLP218_R
1009652662,CL253,CL253_R
1009704231,vDeltaC,vDeltaC_C4
1009708586,FB6K,FB6K_L
1009708603,hDeltaL,hDeltaL_04_C4
1009721053,FS3,FS3(FQ11)_C4_R
1009759779,FB6J,FB6J_R
1009768220,FS2,FS2(FQ10)_C7_R
1009893717,AVLP246,AVLP246_R
1009919653,PLP118,PLP118_R
1009980185,AVLP197,AVLP197_R
1009984360,CL307,CL307_R
1010010166,PS005_e,PS005_e_R
1010044978,FS3,FS3(FQ11)_C3_R
1010235132,AVLP495,AVLP495_R
1010273518,PLP086,PLP086_R
1010325699,,(PDM16)_L
1010338583,,(PDM16)_L
1010437434,FC2C,FC2C(FQ7)_C7_L
1010667275,CL113,CL113_R
1010713883,CL205,CL205_R
1010713958,CL210_b,CL210_b_R
1010713981,CL210_b,CL210_b_R
1010718372,CL210_a,CL210_a_R
1010722557,vDeltaA_b,vDeltaA_b(AB)_C2
1010731508,FS4A,FS4A(FQ12)_C3_L
1010740063,FS3,FS3(FQ11)_C3_R
1010778549,FB6J,FB6J_R
1010817979,AOTU064,AOTU064(SCB012)_L
1010947498,AVLP463,AVLP463_R
1010998659,AVLP167_b,AVLP167_b_R
1010999046,SLP229,SLP229_R
1011050603,SMP481,SMP481_R
1011055060,CL210_a,CL210_a_R
1011068028,FB6R,FB6R_R
1011076931,FS4A,FS4A(AB)(FQ12)_C3_R
1011184205,DSKMP1B,DSKMP1B(PVM02)_L
1011293310,LC41,LC41_R
1011314620,CL293,CL293_R
1011335902,AVLP167_b,AVLP167_b_R
1011413348,vDeltaA_a,vDeltaA_a(AB)_C3
1011465025,vDeltaA_b,vDeltaA_b(AB)_C7
1011611587,LAL002,LAL002_R
1011616276,LHAV4c1_b,LHAV4c1_b_R
1011685011,CL276,CL276_R
1011728599,,(MBDLaxon1)
1011763168,AVLP237_c,AVLP237_c_R
1011970102,SMP578,SMP578_R
1011996877,CL108,CL108_R
1011997063,,
1012108434,AVLP241,AVLP241_R
1012112398,FB7D,FB7D_R
1012112486,FB5S,FB5S_R
1012112513,FB5U,FB5U_R
1012112752,AVLP237_b,AVLP237_b_R
1012289976,AVLP252,AVLP252_R
1012298719,AVLP044_b,AVLP044_b_R
1012329216,AVLP183,AVLP183_R
1012341321,AOTU038,AOTU038_R
1012449420,FB6L,FB6L_R
1012475364,FB5S,FB5S_L
1012479469,FB5S,FB5S_L
1012479501,FB5R,FB5R_L
1012479733,FB4Z,FB4Z_L
1012622865,AVLP156,AVLP156_R
1012699945,AVLP149,AVLP149_R
1012954687,AVLP160,AVLP160_R
1013011315,AVLP214,AVLP214_R
1013019093,AOTU039,AOTU039_R
1013040388,CL123,CL123_R
1013046019,AVLP008,AVLP008_R
1013066710,CRE071,CRE071_R
1013291042,LT74,LT74_R
1013296065,LHAV2b6,LHAV2b6_R
1013346945,AVLP129,AVLP129_R
1013416147,CRE100,CRE100_R
1013636956,AVLP496,AVLP496_R
1013757060,PLP042_b,PLP042_b_R
1013779115,FC1C,FC1C(FQ6)_C9_L
1013883644,FC1C,FC1C(FQ6)_C8_R
1013982515,AVLP086,AVLP086_R
1014016336,AVLP176_c,AVLP176_c_R
1014016610,AVLP052,AVLP052_R
1014051490,AVLP010,AVLP010_R
1014102651,FS1A,FS1A(FQ9)_C2_L
1014223948,FS1A,FS1A(FQ9)_C2_R
1014327603,AVLP240,AVLP240_R
1014327691,AVLP060,AVLP060_R
1014344148,AVLP151,AVLP151_R
1014392280,AVLP010,AVLP010_R
1014457195,FS1B,FS1B(FQ9)_C9_L
1014461486,FS1A,FS1A(FQ9)_C3_L
1014465452,FS1A,FS1A(FQ9)_C3_L
1014465588,FS1A,FS1A(FQ9)_C9_L
1014465666,FS1A,FS1A(FQ9)_C9_L
1014474192,FS1A,FS1A(FQ9)_C2_L
1014733888,mAL5A,mAL5A_L
1014802430,LAL175,LAL175_R
1015048510,AOTU058,AOTU058_R
1015049194,AOTU056,AOTU056_R
1015143077,CRE024,CRE024_L
1015385741,TuBu03,TuBu03_IBU_R
1015458774,LAL062,LAL062_R
1015479949,CRE003_a,CRE003_a_R
1015570297,CRE059,CRE059(AVM13)_L
1015592525,FB4A,FB4A_L
1015700298,TuBu03,TuBu03_IBU_R
1016114585,PAM11,PAM11(a1)_L
1016118449,PAM11,PAM11(a1)_L
1016118651,KCab-c,KCab-c_R
1016122913,KCab-c,KCab-c_R
1016123127,KCab-c,KCab-c_R
1016166622,CRE067,CRE067_R
1016192580,FB4O,FB4O_R
1016248907,,(PDM13)_L
1016403512,LC10,LC10
1016403672,LC10,LC10
1016408273,LC10,LC10
1016408310,LC10,LC10
1016459595,KCab-m,KCab-m_R
1016506999,LAL198,LAL198_R
1016603034,,(MBDLaxon1)
1016749259,LC10,LC10
1016749264,LC10,LC10
1016753670,LC10,LC10
1016758041,LC10,LC10
1016805008,KCab-p,KCab-p_R
1016835041,MBON09,MBON09(y3B'1)(AVM17)_L
1016839809,PAM06_a,PAM06_a(B'2m)_R
1017090133,LC10,LC10
1017094185,LC10,LC10
1017448980,LC10,LC10
1017547830,CRE081,CRE081_R
1017781118,LC10,LC10
1017785388,LC10,LC10
1017789715,LC10,LC10
1017793356,LC10,LC10
1017797863,LC10,LC10
1017802759,LC10,LC10
1017802884,LC10,LC10
1017819398,KCa'b'-ap2,KCa'b'-ap2_R
1017992752,PAM06_a,PAM06_a(B'2m)_L
1018164997,KCa'b'-ap1,KCa'b'-ap1_R
1018299346,,
1018458566,LC10,LC10
1018458715,LC10,LC10
1018462968,LC10,LC10
1018472039,LC10,LC10
1018476201,LC10,LC10
1018510191,KCa'b'-ap1,KCa'b'-ap1_R
1018804242,LC10,LC10
1019024473,PAM07,PAM07(y4<y1y2)_L
1019347828,PAM08_a,PAM08_a(y4)_L
1019357327,SMP474,SMP474(PDM13)_L
1019556103,SMP571,SMP571_R
1019607245,FB4E,FB4E_R
1020280792,FB5V,FB5V_R
1020608279,ATL027,ATL027_R
1031828247,FR2,FR2(FQ4)_C3_R_small
1032643905,PFNa,PFNa(PB03)_L9_C9
1033192275,FC2B,FC2B(FQ7)_C3_R
1033196675,FC2A,FC2A(FQ7)_C3_R
1033196750,FC3,FC3(FQ8)_C3_R
1033887446,PFGs,PFGs(PB10)_R7_C3
1034198388,KCab-p,KCab-p_R
1034219901,EPG,EPG(PB08)_R7
1034220115,EL,EL(EQ5)_R
1034249850,CL233,CL233_R
1034249944,IB037,IB037_R
1034250235,IB034,IB034_R
1034250386,CL230,CL230_R
1034591237,PS144,PS144_R
1034659846,,(PDM26)_L
1034664458,PS119,PS119(PDM16)_L
1034703497,PFNp_b,PFNp_b(PB01b)_L7_C6
1034711992,PFNp_a,PFNp_a(PB01a)_L7_C6
1035045015,EPG,EPG(PB08)_L7
1035156343,PLP218,PLP218_R
1035393986,FC2C,FC2C(FQ7)_C7_L
1035459511,PLP047,PLP047_R
1035557785,KCg-m,KCg-m_R
1035562328,KCg-m,KCg-m_R
1035601661,PPM1202,PPM1202_R
1035640810,IbSpsP,IbSpsP(PB17)_R2/3
1035796174,,
1035843717,PLP044,PLP044_R
1035942041,hDeltaG,hDeltaG_03_C2
1035955516,PFNm_b,PFNm_b(PB02b)_R4_C7
1036149761,AOTU044,AOTU044_R
1036257907,IB087,IB087_R
1036296133,PFR_a,PFR_a(PB11a)_R4_C6
1036330791,PFR_a,PFR_a(PB11a)_R2_C8
1036503560,LHPV3a1,LHPV3a1_R
1036504644,ALIN3,ALIN3_R
1036546847,,(lVLPT8)_R
1036550962,SLP355,SLP355_R
1036559440,KCg-m,KCg-m_R
1036559490,KCg-m,KCg-m_R
1036563762,KCa'b'-ap1,KCa'b'-ap1_R
1036637638,ExR3,ExR3(ring)_R
1036637830,LAL150,LAL150_R
1036646944,LAL149,LAL149_R
1036753721,EL,EL(EQ5)_L
1036863032,WEDPN17_a,WEDPN17_a_R
1036987921,ATL042,ATL042_R
1037116172,PLP190,PLP190_R
1037237333,PVLP109,PVLP109_R
1037263569,PLP188,PLP188_R
1037267714,CL351,CL351_L
1037293275,M_l2PNm16,M_l2PNm16_R
1037328706,LT37,LT37_R
1037332628,LAL149,LAL149_R
1037392636,IB026,IB026(PDM13)_L
1037393225,DNb04,DNb04_R
1037510115,LHAV2b2_b,LHAV2b2_b_R
1037518512,M_vPNml67,M_vPNml67_R
1037535479,LHPV3b1_a,LHPV3b1_a_R
1037553548,PLP086,PLP086_R
1037604941,IB087,IB087_R
1037609552,CL221,CL221_R
1037612992,CL301,CL301_R
1037660908,IB090,IB090_R
1037750917,IB009,IB009_R
1037895459,PLP250,PLP250(SCB043)_R
1037972384,WED127,WED127_R
1038070642,AOTU064,AOTU064(SCB012)_R
1038079690,LT45,LT45_L
1038283107,PLP182,PLP182_R
1038290956,CL221,CL221_R
1038338266,CL235,CL235(PDM21)_L
1038407667,CL177,CL177(PDM11)_L
1038420643,DNa09,DNa09(ADM03)_L
1038602562,PLP087,PLP087_R
1038636222,PS038,PS038_R
1038649756,PLP137,PLP137_R
1038649779,,(ADM01)_L
1038783100,IB088,IB088_R
1038926500,CL246,CL246_R
1038938989,PVLP101,PVLP101_R
1038956078,PLP138,PLP138_R
1038964771,CL219,CL219_R
1039059449,FC3,FC3(FQ8)_C5_R
1039063931,FS1A,FS1A(FQ9)_C5_R
1039068185,FB5O,FB5O_L
1039076390,vDeltaK,vDeltaK_C5
1039076712,vDeltaI,vDeltaI_C6
1039076802,FC3,FC3(FQ8)_C6_R
1039076835,FB5P,FB5P_L
1039080957,FB5P,FB5P_R
1039081028,hDeltaH,hDeltaH_08_C5
1039085109,FS1A,FS1A(FQ9)_C6_R
1039141038,,(ADM01)_L
1039237469,M_vPNml61,M_vPNml61_R
1039267479,AVLP014,AVLP014_R
1039280664,AVLP587,AVLP587_L
1039293613,AVLP069_c,AVLP069_c_R
1039335355,DNp49,DNp49(pIP18)_R
1039383744,vDeltaA_a,vDeltaA_a(AB)_C4
1039392337,FC2B,FC2B(FQ7)_C4_R
1039400223,vDeltaF,vDeltaF_C5
1039400328,FB5AA,FB5AA_L
1039400642,FB5O,FB5O_R
1039404729,hDeltaH,hDeltaH_07_C4
1039408871,vDeltaG,vDeltaG_C5
1039413386,hDeltaJ,hDeltaJ_01_C1a
1039422171,vDeltaG,vDeltaG_C6
1039425930,vDeltaF,vDeltaF_C7
1039426238,FS1A,FS1A(FQ9)_C5_R
1039426297,vDeltaG,vDeltaG_C7
1039672477,CL253,CL253_R
1039681398,,(PDM16)_L
1039685005,CL243,CL243_R
1039723833,vDeltaG,vDeltaG_C4
1039754434,FS1B,FS1B(FQ9)_C5_L
1039767525,FC2A,FC2A(FQ7)_C6_R
1039771675,hDeltaG,hDeltaG_11_C6
1039771821,vDeltaH,vDeltaH_C6
1039775880,FC2B,FC2B(FQ7)_C6_R
1039867920,LHAV4a6,LHAV4a6_R
1039906056,LHPV2e1_a,LHPV2e1_a_R
1039923193,LHAV2b4,LHAV2b4_R
1039970967,AVLP588,AVLP588_L
1040004619,CL304,CL304_R
1040013335,DNp23,DNp23_R
1040030798,PVLP149,PVLP149_R
1040056887,FS3,FS3(FQ10)_C3_R
1040060915,hDeltaK,hDeltaK_12_C10
1040061244,hDeltaK,hDeltaK_12_C10
1040090955,vDeltaE,vDeltaE_C4
1040117228,hDeltaJ,hDeltaJ_03_C3
1040328771,CL334,CL334_R
1040393594,PFGs,PFGs(PB10)_L3_C3
1040397559,hDeltaC,hDeltaC_12_C10
1040402220,hDeltaC,hDeltaC_04_C4
1040462246,vDeltaE,vDeltaE_C7
1040518770,,(ADM01)_L
1040609241,WEDPN7B,WEDPN7B_R
1040609541,WEDPN8D,WEDPN8D_R
1040742857,FB6L,FB6L_L
1040972270,AVLP433_a,AVLP433_a_R
1041001961,AVLP067,AVLP067_R
1041015097,CL099,CL099_R
1041071176,FC2B,FC2B(FQ7)_C2_L
1041075688,FS3,FS3(FQ10)_C3_L
1041139886,FC2B,FC2B(FQ7)_C7_R
1041253084,LHAV1a3,LHAV1a3_R
1041343016,CL105,CL105_R
1041343227,AVLP022,AVLP022_R
1041347053,CL105,CL105_R
1041395080,AOTU007,AOTU007_R
1041407603,vDeltaB,vDeltaB_C3
1041407617,vDeltaC,vDeltaC_C3
1041407681,vDeltaC,vDeltaC_C3
1041468139,FS4B,FS4B(FQ12)_C6_R
1041485380,vDeltaD,vDeltaD_C7
1041602702,AVLP008,AVLP008_R
1041666949,,
1041680398,AVLP438,AVLP438_R
1041697674,CL218,CL218_R
1041761742,FS3,FS3(FQ11)_C3_R
1041839564,vDeltaC,vDeltaC_C7
1041931156,AVLP301,AVLP301_R
1042089826,vDeltaA_a,vDeltaA_a(AB)_C3
1042089954,vDeltaA_b,vDeltaA_b_C3
1042116109,FS3,FS3(FQ10)_C3_L
1042154310,vDeltaB,vDeltaB_C7
1042366365,SMP569,SMP569_R
1042426546,AVLP150,AVLP150_R
1042448496,FS3,FS3(FQ11)_C3_R
1042495376,FS4A,FS4A(AB)(FQ12)_C7_L
1042572999,LHAV4e7_b,LHAV4e7_b_R
1042656011,AVLP027,AVLP027_R
1042703654,AVLP061,AVLP061_R
1042724993,CL212,CL212_R
1042767699,AVLP240,AVLP240_R
1042853530,,(PDM12)_L
1042957191,AVLP019,AVLP019_R
1043005077,LC24,LC24
1043022708,AVLP071,AVLP071_R
1043066007,CL316,CL316_R
1043113043,AVLP338,AVLP338_R
1043117106,NPFP1,NPFP1_R
1043143311,PVLP002,PVLP002_R
1043289707,AVLP027,AVLP027_R
1043298586,AVLP059,AVLP059_R
1043514011,FB4Z,FB4Z_L
1043518343,FB4Z,FB4Z_L
1043669697,AVLP058,AVLP058_R
1043696281,AVLP172,AVLP172_R
1043696307,CL306,CL306_R
1043700428,AVLP069_c,AVLP069_c_R
1043700892,AVLP369,AVLP369_R
1043705078,AVLP176_a,AVLP176_a_R
1043726139,,
1043731200,AVLP338,AVLP338_R
1043743623,,(pIP5d)
1043825714,ExR5,ExR5(ring)_R
1043842362,FB6L,FB6L_L
1044011735,PVLP020,PVLP020_R
1044028675,AVLP179,AVLP179_R
1044037281,AVLP577,AVLP577_R
1044071833,AVLP570,AVLP570_R
1044075439,aSP10A,aSP10A_R
1044075679,,
1044075948,AVLP008,AVLP008_R
1044339802,AVLP069_b,AVLP069_b_R
1044343952,AVLP170,AVLP170_R
1044356616,AVLP070,AVLP070_R
1044356860,,
1044377644,AVLP061,AVLP061_R
1044403618,CL342,CL342_R
1044701474,AVLP176_c,AVLP176_c_R
1044800536,FS1A,FS1A(FQ9)_C7_L
1044805646,FS1B,FS1B(FQ9)_C8_L
1044822631,FS3,FS3(FQ10)_C8_L
1044918145,FS1A,FS1A(FQ9)_C7_R
1044922311,FC1C,FC1C(FQ6)_C2_R
1045141938,FS1A,FS1A(FQ9)_C8_L
1045268099,FS1A,FS1A(FQ9)_C4_R
1045427708,VES022,VES022_R
1045832508,LAL075,LAL075(AVM07)_L
1046039966,MC61,MC61
1046039977,MC61,MC61
1046039987,MC61,MC61
1046044924,MC61,MC61
1046087606,MC65,MC65(lVLPT8)_R
1046177683,LAL050,LAL050_R
1046385084,MC61,MC61
1046385221,MC61,MC61
1046385229,MC61,MC61
1046411173,AOTU058,AOTU058_R
1046506683,CRE066,CRE066(AVM16)_L
1046726043,MC64,MC64
1046726105,MC61,MC61
1046726193,MC61,MC61
1046726261,TuBu01,TuBu01_ABU_R
1046726280,MC61,MC61
1046730226,MC64,MC64
1046730586,MC64,MC64
1046730602,MC61,MC61
1046734991,LC10,LC10
1046735096,TuBu05,TuBu05_SBU_R
1046812283,KCab-m,KCab-m_R
1046816660,KCab-c,KCab-c_R
1046903356,,(MBDLaxon1)
1047075623,MC61,MC61
1047075964,MC64,MC64
1047080586,MC61,MC61
1047080740,LC10,LC10
1047106475,LC10,LC10
1047119615,LC10,LC10
1047123862,LC10,LC10
1047153433,KCab-c,KCab-c_R
1047157746,KCab-m,KCab-m_R
1047157958,KCab-c,KCab-c_R
1047183897,PAM04_a,PAM04_a(B2)_R
1047412496,MC61,MC61
1047421689,TuBu06,TuBu06_SBU_R
1047425857,MC61,MC61
1047426385,TuBu01,TuBu01_ABU_R
1047489962,PAM11,PAM11(a1)_L
1047525093,PAM01_a,PAM01_a(y5)_R
1047676850,CRE008,CRE008(ADM02)_L
1047779784,LC10,LC10
1047780090,LC10,LC10
1047784012,LC10,LC10
1047784109,LC10,LC10
1047784113,LC10,LC10
1047787967,LC10,LC10
1047835635,KCa'b'-m,KCa'b'-m_R
1047887562,CRE068,CRE068_R
1048004460,PAM09,PAM09(B1ped)_L
1048120973,LC10,LC10
1048125065,LC10,LC10
1048125254,LC10,LC10
1048172314,PPL103,PPL103(y2a'1)(PDL05)_L
1048207713,PAM09,PAM09(B1ped)_R
1048215779,MBON09,MBON09(y3B'1)(AVM17)_L
1048250312,LAL155,LAL155_R
1048289014,,(MBDLaxon1)
1048470473,LC10,LC10
1048491559,LC10,LC10
1048492326,LC10,LC10
1048492504,LC10,LC10
1048517845,KCa'b'-m,KCa'b'-m_R
1048837074,LC10,LC10
1048837669,LC10,LC10
1048846074,LAL020,LAL020_R
1048854479,KCa'b'-ap2,KCa'b'-ap2_R
1048975307,FB4P_a,FB4P_a_L
1049169888,LC10,LC10
1049174217,LC10,LC10
1049247113,LAL160,LAL160_R
1049261193,CRE106,CRE106_R
